,Suburbs,Country,Lat,Lng
1159,Moolort,N/A,N/A,N/A
1160,Moonambel,AU,-36.9833,143.3167
1161,Moondarra,N/A,N/A,N/A
1162,Moonee Ponds,AU,-37.7667,144.9167
1163,Moorabbin,AU,-37.9367,145.0342
1164,Moorabbin Airport,AU,-37.9775,145.0995
1165,Moorabool,AU,-38.0833,144.3
1166,Moorooduc,AU,-38.2167,145.1167
1167,Mooroolbark,AU,-37.7813,145.3257
1168,Mooroopna,AU,-36.4,145.35
1169,Mooroopna North,AU,-36.3333,145.3
1170,Moranding,N/A,N/A,N/A
1171,Mordialloc,AU,-38,145.0833
1172,Moriac,AU,-38.2333,144.1667
1173,Mornington,AU,-38.2167,145.0333
1174,Mortlake,AU,-38.0833,142.8167
1175,Morwell,AU,-38.2333,146.4
1176,Mossiface,AU,-37.7333,147.8167
1177,Mount Alfred,N/A,N/A,N/A
1178,Mount Beauty,AU,-36.75,147.1667
1179,Mount Bruno,N/A,N/A,N/A
1180,Mount Buller,N/A,N/A,N/A
1181,Mount Burnett,AU,-37.9833,145.5
1182,Mount Camel,AU,-36.7544,144.7631
1183,Mount Clear,AU,-37.6,143.8833
1184,Mount Cottrell,AU,-37.8167,144.5833
1185,Mount Dandenong,AU,-37.8333,145.3667
1186,Mount Doran,N/A,N/A,N/A
1187,Mount Duneed,AU,-38.25,144.3333
1188,Mount Egerton,AU,-37.6333,144.1
1189,Mount Eliza,AU,-38.1833,145.0833
1190,Mount Emu,N/A,N/A,N/A
1191,Mount Evelyn,AU,-37.7833,145.3833
1192,Mount Glasgow,N/A,N/A,N/A
1193,Mount Helen,AU,-37.6205,143.89
1194,Mount Macedon,AU,-37.3833,144.6
1195,Mount Martha,AU,-38.2755,145.0308
1196,Mount Mercer,AU,-37.8167,143.85
1197,Mount Moriac,AU,-38.2167,144.1833
1198,Mount Pleasant,AU,-34.7755,139.0479
1199,Mount Richmond,AU,-38.1974,141.3571
1200,Mount Rowan,N/A,N/A,N/A
1201,Mount Taylor,AU,-37.7398,147.5972
1202,Mount Wallace,AU,-37.75,144.2167
1203,Mount Waverley,AU,-37.8771,145.1294
1204,Moutajup,AU,-37.6667,142.2333
1205,Moyhu,AU,-36.6,146.4
1206,Moyreisk,N/A,N/A,N/A
1207,Moyston,AU,-37.3,142.7667
1208,Muckatah,AU,-36.015,145.6487
1209,Muckleford,AU,-37.0167,144.15
1210,Mudgegonga,N/A,N/A,N/A
1211,Mulgrave,AU,-37.9167,145.2
1212,Mumbannar,N/A,N/A,N/A
1213,Munro,AU,-37.9167,147.1833
1214,Murchison,AU,-36.6174,145.2166
1215,Murchison East,AU,-36.6151,145.2404
1216,Murchison North,N/A,N/A,N/A
1217,Murphys Creek,AU,-27.4667,152.05
1218,Murrabit,AU,-35.5286,143.9559
1219,Murrabit West,N/A,N/A,N/A
1220,Murrawee,N/A,N/A,N/A
1221,Murraydale,N/A,N/A,N/A
1222,Murrayville,AU,-35.2667,141.1833
1223,Murrindal,N/A,N/A,N/A
1224,Murrindindi,AU,-37.3667,145.5333
1225,Murrumbeena,AU,-37.8902,145.0711
1226,Murtoa,AU,-36.6,142.4833
1227,Musk,N/A,N/A,N/A
1228,Musk Vale,AU,-37.3833,144.1333
1229,Myall,AU,-35.5833,143.9833
1230,Myamyn,AU,-38,141.7333
1231,Myers Flat,AU,-36.6833,144.2
1232,Myrniong,AU,-37.6167,144.35
1233,Myrtlebank,AU,-38.0645,147.0291
1234,Myrtleford,AU,-36.55,146.7333
1235,Mystic Park,AU,-35.5558,143.7238
1236,Nagambie,AU,-36.7833,145.1667
1237,Nalangil,AU,-38.3,143.45
1238,Nalinga,N/A,N/A,N/A
1239,Nambrok,AU,-38.05,146.8833
1240,Nandaly,N/A,N/A,N/A
1241,Nangana,N/A,N/A,N/A
1242,Nangiloc,N/A,N/A,N/A
1243,Nanneella,AU,-36.3167,144.7833
1244,Napoleons,AU,-37.6667,143.8333
1245,Nar Nar Goon,AU,-38.084,145.5753
1246,Nar Nar Goon North,N/A,N/A,N/A
1247,Narbethong,AU,-37.5475,145.6628
1248,Nariel Valley,N/A,N/A,N/A
1249,Naring,N/A,N/A,N/A
1250,Naringal,AU,-38.4,142.7
1251,Naringal East,N/A,N/A,N/A
1252,Naroghid,AU,-38.2599,143.0575
1253,Narracan,AU,-38.25,146.2333
1254,Narrawong,AU,-38.25,141.7167
1255,Narre Warren,AU,-38.0333,145.3
1256,Narre Warren East,AU,-37.9627,145.3619
1257,Narre Warren North,AU,-37.9833,145.3167
1258,Narre Warren South,AU,-38.0544,145.3029
1259,Nathalia,AU,-36.7167,145.2
1260,Natimuk,AU,-36.75,141.95
1261,Natya,AU,-34.9573,143.2271
1262,Navarre,AU,-36.9,143.1
1263,Nayook,AU,-37.9333,145.95
1264,Neerim,AU,-37.9667,145.95
1265,Neerim East,AU,-37.9833,146
1266,Neerim Junction,N/A,N/A,N/A
1267,Neerim South,AU,-38.0167,145.9667
1268,Neilborough,AU,-36.5667,144.2333
1269,Nelson,AU,-33.6478,150.9213
1270,Nerrina,AU,-37.55,143.8833
1271,New Gisborne,AU,-37.4607,144.5984
1272,Newborough,AU,-38.183,146.2905
1273,Newbridge,AU,-36.7333,143.9167
1274,Newbury,AU,-37.4167,144.3167
1275,Newcomb,N/A,N/A,N/A
1276,Newhaven,AU,-38.5167,145.35
1277,Newington,AU,-37.5641,143.8276
1278,Newlands Arm,N/A,N/A,N/A
1279,Newlyn,AU,-37.4121,143.9865
1280,Newmerella,AU,-37.7333,148.45
1281,Newport,AU,-33.6552,151.3213
1282,Newry,N/A,N/A,N/A
1283,Newstead,AU,-41.4333,147.1667
1284,Newtown,AU,-33.8984,151.1775
1285,Nhill,AU,-36.3333,141.6667
1286,Nichols Point,N/A,N/A,N/A
1287,Nicholson,AU,-37.8167,147.7333
1288,Niddrie,AU,-37.7375,144.8921
1289,Nilma,AU,-38.1833,145.9667
1290,Nintingbool,AU,-37.6167,143.7167
1291,Nirranda South,AU,-38.5294,142.795
1292,Noble Park,AU,-37.9667,145.1667
1293,Noble Park North,AU,-37.9513,145.1908
1294,Noojee,AU,-37.9167,146
1295,Noorat,AU,-38.2,142.95
1296,Noorat East,N/A,N/A,N/A
1297,Noorinbee,AU,-37.5167,149.1667
1298,Noradjuha,N/A,N/A,N/A
1299,Norlane,AU,-38.1014,144.3542
1300,Normanville,AU,-35.4478,138.315
1301,Norong,N/A,N/A,N/A
1302,North Bendigo,AU,-36.7361,144.2772
1303,North Geelong,AU,-38.1154,144.3508
1304,North Melbourne,AU,-37.8029,144.9482
1305,North Shore,AU,-31.4024,152.9019
1306,North Wangaratta,N/A,N/A,N/A
1307,North Warrandyte,AU,-37.7259,145.2155
1308,North Wonthaggi,AU,-38.6,145.6
1309,Northcote,AU,-37.7667,145
1310,Northwood,AU,-36.9667,145.1167
1311,Notting Hill,AU,-37.905,145.1427
1312,Nowa Nowa,AU,-37.7167,148.1
1313,Nug Nug,N/A,N/A,N/A
1314,Nulla Vale,N/A,N/A,N/A
1315,Nullawarre,AU,-38.4667,142.7667
1316,Nullawarre North,N/A,N/A,N/A
1317,Nullawil,AU,-35.85,143.1833
1318,Numurkah,AU,-36.1,145.4333
1319,Nunawading,AU,-37.8204,145.1731
1320,Nungurner,AU,-37.8784,147.8887
1321,Nunniong,N/A,N/A,N/A
1322,Nutfield,AU,-37.6167,145.1833
1323,Nyah,AU,-35.1667,143.3833
1324,Nyah West,AU,-35.1833,143.35
1325,Nyora,AU,-38.3333,145.6667
1326,Nyrraby,N/A,N/A,N/A
1327,Oak Park,AU,-37.7182,144.919
1328,Oaklands Junction,N/A,N/A,N/A
1329,Oakleigh,AU,-37.8981,145.0884
1330,Oakleigh East,AU,-37.899,145.1057
1331,Oakleigh South,AU,-37.9242,145.0915
1332,Ocean Grove,AU,-38.2667,144.5333
1333,Officer,AU,-38.0667,145.4167
1334,Officer South,N/A,N/A,N/A
1335,Olinda,AU,-37.85,145.3667
1336,Ombersley,N/A,N/A,N/A
1337,Omeo,AU,-37.1,147.6
1338,Orbost,AU,-37.7,148.45
1339,Ormond,AU,-37.904,145.0433
1340,Orrvale,AU,-36.4167,145.45
1341,Outtrim,AU,-38.4833,145.7667
1342,Ouyen,AU,-35.0667,142.3167
1343,Ovens,AU,-36.5833,146.7667
1344,Oxley,AU,-27.55,152.9833
1345,Paaratte,N/A,N/A,N/A
1346,Pakenham,AU,-38.0667,145.4833
1347,Pakenham South,AU,-38.1333,145.5167
1348,Pakenham Upper,AU,-38.0167,145.5167
1349,Panmure,AU,-38.3333,142.7333
1350,Panton Hill,AU,-37.65,145.2333
1351,Paradise,AU,-34.8736,138.669
1352,Paradise Beach,AU,-38.1894,147.4241
1353,Paraparap,N/A,N/A,N/A
1354,Park Orchards,AU,-37.7769,145.2146
1355,Parkdale,AU,-37.9942,145.0734
1356,Parkville,AU,-37.7871,144.9516
1357,Parwan,AU,-37.705,144.4699
1358,Pascoe Vale,AU,-37.7251,144.938
1359,Pascoe Vale South,AU,-37.7434,144.9385
1360,Pastoria,AU,-37.2236,144.5252
1361,Patchewollock,AU,-35.3833,142.2
1362,Patho,AU,-36.0333,144.4333
1363,Patterson Lakes,AU,-38.0694,145.1432
1364,Paynesville,AU,-37.9167,147.7167
1365,Pearcedale,AU,-38.2,145.25
1366,Pearsondale,N/A,N/A,N/A
1367,Pelluebla,N/A,N/A,N/A
1368,Penshurst,AU,-33.9667,151.0833
1369,Pental Island,N/A,N/A,N/A
1370,Pentland Hills,AU,-37.6632,144.4085
1371,Percydale,N/A,N/A,N/A
1372,Peronne,AU,-36.7333,141.3833
1373,Peterborough,AU,-32.9667,138.8333
1374,Pheasant Creek,N/A,N/A,N/A
1375,Piangil,AU,-35.05,143.3
1376,Picola,AU,-36,145.1333
1377,Pimpinio,AU,-36.5833,142.1167
1378,Pine Grove,N/A,N/A,N/A
1379,Pine Lodge,AU,-36.3546,145.532
1380,Pioneer Bay,AU,-38.3808,145.5527
1381,Pipers Creek,AU,-37.25,144.5333
1382,Piries,AU,-37.2,146.1333
1383,Pitfield,AU,-37.8,143.6
1384,Pittong,N/A,N/A,N/A
1385,Plenty,AU,-37.6674,145.1124
1386,Plumpton,AU,-33.7567,150.8428
1387,Point Cook,AU,-37.9148,144.7509
1388,Point Leo,AU,-38.419,145.0753
1389,Point Lonsdale,AU,-38.2833,144.6
1390,Point Wilson,N/A,N/A,N/A
1391,Pomborneit,AU,-38.3,143.3
1392,Pomonal,AU,-37.2,142.6
1393,Poowong,AU,-38.35,145.75
1394,Poowong North,AU,-38.3,145.8
1395,Porepunkah,AU,-36.7167,146.9333
1396,Port Albert,AU,-38.6667,146.6833
1397,Port Campbell,AU,-38.6167,142.9833
1398,Port Fairy,AU,-38.3855,142.2367
1399,Port Franklin,AU,-38.6833,146.2667
1400,Port Melbourne,AU,-37.8396,144.9423
1401,Port Welshpool,AU,-38.7,146.4667
1402,Portarlington,N/A,N/A,N/A
1403,Portland,AU,-38.3333,141.6
1404,Portland North,N/A,N/A,N/A
1405,Portland West,N/A,N/A,N/A
1406,Portsea,N/A,N/A,N/A
1407,Pound Creek,AU,-38.6333,145.8
1408,Powelltown,AU,-37.8667,145.75
1409,Prahran,AU,-37.8511,144.9932
1410,Preston,AU,-37.75,145.0167
1411,Princes Hill,AU,-37.7818,144.9666
1412,Puckapunyal,AU,-37,144.9667
1413,Purnim,AU,-38.2833,142.6333
1414,Purnim West,AU,-38.2998,142.5601
1415,Pyalong,AU,-37.1333,144.7667
1416,Pyramid Hill,AU,-36.0667,144.1333
1417,Quambatook,AU,-35.85,143.5333
1418,Quandong,AU,-37.8389,144.5538
1419,Quantong,N/A,N/A,N/A
1420,Quarry Hill,AU,-36.7775,144.2804
1421,Queenscliff,AU,-38.2667,144.65
1422,Raglan,AU,-37.35,143.35
1423,Rainbow,N/A,N/A,N/A
1424,Ravenhall,AU,-37.7755,144.7366
1425,Ravenswood,AU,-20.1,146.8833
1426,Ravenswood South,N/A,N/A,N/A
1427,Rawson,AU,-37.9568,146.3997
1428,Raymond Island,N/A,N/A,N/A
1429,Raywood,AU,-36.5333,144.2167
1430,Red Cliffs,AU,-34.3167,142.1833
1431,Red Hill,AU,-20.3167,148.5
1432,Red Hill South,AU,-38.3833,145.0333
1433,Red Lion,AU,-37.1666,143.7471
1434,Redan,AU,-37.5765,143.8385
1435,Redbank,AU,-27.6,152.8667
1436,Redcastle,N/A,N/A,N/A
1437,Redesdale,AU,-37.0208,144.5315
1438,Reedy Creek,AU,-28.1205,153.4033
1439,Reedy Lake,N/A,N/A,N/A
1440,Reefton,N/A,N/A,N/A
1441,Research,AU,-37.7,145.1833
1442,Reservoir,AU,-37.7124,145.0075
1443,Rheola,AU,-36.6482,143.7013
1444,Rhyll,AU,-38.4667,145.3
1445,Rhymney,N/A,N/A,N/A
1446,Richmond,AU,-33.6,150.7667
1447,Riddells Creek,AU,-37.4588,144.6777
1448,Ringwood,AU,-37.8167,145.2333
1449,Ringwood East,AU,-37.8167,145.25
1450,Ringwood North,AU,-37.8,145.2333
1451,Ripplebrook,N/A,N/A,N/A
1452,Rippleside,AU,-38.1235,144.3564
1453,Ripponlea,AU,-37.8778,144.9953
1454,Riverside,AU,-41.4153,147.1031
1455,Riverslea,AU,-38,146.95
1456,Robertsons Beach,N/A,N/A,N/A
1457,Robinvale,AU,-34.584,142.7739
1458,Rochester,AU,-36.3569,144.701
1459,Rockbank,AU,-37.7335,144.67
1460,Rokewood,AU,-37.9,143.7167
1461,Romsey,AU,-37.35,144.75
1462,Rosanna,AU,-37.7396,145.0696
1463,Rosebrook,AU,-32.6348,151.5149
1464,Rosebud,AU,-38.371,144.9095
1465,Rosebud West,N/A,N/A,N/A
1466,Rosedale,AU,-34.55,138.85
1467,Ross Creek,N/A,N/A,N/A
1468,Rossbridge,AU,-37.4847,142.8494
1469,Rowsley,AU,-37.72,144.3727
1470,Rowville,AU,-37.9333,145.2333
1471,Roxburgh Park,AU,-37.6258,144.9256
1472,Rubicon,AU,-37.2938,145.8194
1473,Ruby,AU,-38.45,145.9167
1474,Runnymede,AU,-42.648,147.5602
1475,Rupanyup,AU,-36.6167,142.6167
1476,Rushworth,AU,-36.5833,145.0167
1477,Rutherglen,AU,-36.05,146.4667
1478,Ryanston,N/A,N/A,N/A
1479,Rye,N/A,N/A,N/A
1480,Rythdale,N/A,N/A,N/A
1481,Safety Beach,AU,-38.3154,145.0003
1482,Sailors Falls,AU,-37.4,144.1333
1483,Sailors Gully,N/A,N/A,N/A
1484,Sale,AU,-38.1,147.0667
1485,Salisbury West,AU,-36.5114,143.9508
1486,San Remo,AU,-33.2139,151.5217
1487,Sandford,AU,-42.9333,147.5
1488,Sandhurst,AU,-38.0819,145.2104
1489,Sandon,AU,-37.1677,144.0383
1490,Sandringham,AU,-37.95,145
1491,Sandy Creek,AU,-36.3,147.1
1492,Sandy Point,AU,-38.8167,146.1
1493,Sarsfield,AU,-37.75,147.7167
1494,Sassafras,AU,-37.8667,145.35
1495,Scarsdale,AU,-37.65,143.6667
1496,Scoresby,AU,-37.9,145.2333
1497,Scotsburn,AU,-37.6667,143.9333
1498,Scotts Creek,AU,-38.4333,143.05
1499,Sea Lake,AU,-35.4833,142.8333
1500,Seabrook,AU,-37.8809,144.7586
1501,Seaford,AU,-35.1833,138.4667
1502,Seaholme,AU,-37.8642,144.8442
1503,Seaspray,AU,-38.3667,147.1833
1504,Seaton,AU,-34.9,138.5167
1505,Sebastian,AU,-36.6,144.2
1506,Sebastopol,AU,-37.5853,143.8395
1507,Seddon,AU,-37.8068,144.8916
1508,Sedgwick,AU,-36.8833,144.3167
1509,Selby,AU,-37.9167,145.3833
1510,Serpentine,AU,-32.35,115.9667
1511,Serviceton,AU,-36.3833,140.9833
1512,Seville,AU,-37.7667,145.4667
1513,Seville East,AU,-37.7743,145.4988
1514,Seymour,AU,-37.0333,145.1333
1515,She Oaks,N/A,N/A,N/A
1516,Sheep Hills,AU,-36.3333,142.55
1517,Shelbourne,AU,-36.8833,144.0167
1518,Shelford,AU,-38.0167,143.9667
1519,Shepparton,AU,-36.3833,145.4
1520,Shepparton East,AU,-36.3885,145.4624
1521,Shepparton North,N/A,N/A,N/A
1522,Sherbrooke,AU,-37.8884,145.3594
1523,Shoreham,AU,-38.4167,145.05
1524,Silvan,AU,-37.8167,145.4167
1525,Silverleaves,AU,-38.453,145.2703
1526,Simpson,AU,-38.4957,143.2077
1527,Simson,N/A,N/A,N/A
1528,Skenes Creek,AU,-38.7235,143.7137
1529,Skipton,AU,-37.6833,143.35
1530,Skye,AU,-34.9249,138.6931
1531,Smeaton,AU,-37.3333,143.95
1532,Smiths Beach,N/A,N/A,N/A
1533,Smythes Creek,AU,-37.6,143.7833
1534,Smythesdale,AU,-37.6333,143.6833
1535,Snake Valley,AU,-37.6167,143.5833
1536,Soldiers Hill,AU,-37.5495,143.8587
1537,Somers,AU,-38.3923,145.1726
1538,Somerton,AU,-37.65,144.9333
1539,Somerville,AU,-38.2167,145.1667
1540,Sorrento,AU,-38.3167,144.7333
1541,South Dudley,AU,-38.5989,145.5742
1542,South Geelong,AU,-38.1668,144.3613
1543,South Kingsville,AU,-37.8307,144.8713
1544,South Melbourne,AU,-37.8333,144.9667
1545,South Morang,AU,-37.65,145.1
1546,South Purrumbete,N/A,N/A,N/A
1547,South Wharf,AU,-37.8253,144.9493
1548,South Yarra,AU,-37.8333,144.9833
1549,Southbank,AU,-37.8228,144.9643
1550,Speed,AU,-35.4,142.4333
1551,Spotswood,AU,-37.8296,144.8879
1552,Spring Gully,AU,-36.794,144.2861
1553,Spring Hill,AU,-27.4614,153.0231
1554,Springbank,N/A,N/A,N/A
1555,Springhurst,AU,-36.2,146.5
1556,Springvale,AU,-37.95,145.15
1557,Springvale South,AU,-37.9667,145.15
1558,St Albans,AU,-37.745,144.8005
1559,St Albans Park,N/A,N/A,N/A
1560,St Andrews,AU,-37.6027,145.2729
1561,St Andrews Beach,N/A,N/A,N/A
1562,St Arnaud,AU,-36.615,143.2554
1563,St Arnaud East,N/A,N/A,N/A
1564,St Germains,N/A,N/A,N/A
1565,St Helena,AU,-37.6895,145.1296
1566,St Helens Plains,N/A,N/A,N/A
1567,St James,AU,-36.269,145.8953
1568,St Kilda,AU,-37.8676,144.981
1569,St Kilda East,AU,-37.8668,145.0022
1570,St Kilda West,AU,-37.8602,144.9722
1571,St Leonards,AU,-33.8234,151.1984
1572,Staceys Bridge,N/A,N/A,N/A
1573,Staffordshire Reef,AU,-37.75,143.7
1574,Staghorn Flat,N/A,N/A,N/A
1575,Stanhope,AU,-36.45,144.9833
1576,Stanley,AU,-40.7667,145.3
1577,Stawell,AU,-37.05,142.7667
1578,Steels Creek,N/A,N/A,N/A
1579,Steiglitz,AU,-37.8833,144.1833
1580,Stewarton,AU,-36.4333,145.8
1581,Stonehaven,AU,-38.1227,144.224
1582,Stony Creek,N/A,N/A,N/A
1583,Stonyford,AU,-38.3254,143.3396
1584,Stradbroke,AU,-38.3,147.0333
1585,Stratford,AU,-16.8761,145.7307
1586,Strathallan,N/A,N/A,N/A
1587,Strathbogie,AU,-36.85,145.75
1588,Strathdale,AU,-36.7632,144.3169
1589,Strathdownie,N/A,N/A,N/A
1590,Strathewen,AU,-37.55,145.2667
1591,Strathfieldsaye,AU,-36.8,144.3667
1592,Strathkellar,N/A,N/A,N/A
1593,Strathmerton,AU,-35.9167,145.4833
1594,Strathmore,AU,-37.7333,144.9182
1595,Strathmore Heights,AU,-37.7134,144.8969
1596,Streatham,AU,-37.6667,143.0667
1597,Strzelecki,AU,-38.3333,145.9
1598,Stuart Mill,AU,-36.7833,143.2
1599,Sugarloaf Creek,N/A,N/A,N/A
1600,Suggan Buggan,AU,-36.9506,148.3336
1601,Sunbury,AU,-37.5833,144.7333
1602,Sunderland Bay,AU,-38.5044,145.2815
1603,Sunset Strip,AU,-38.496,145.2684
1604,Sunshine,AU,-33.1136,151.5625
1605,Sunshine North,AU,-37.7639,144.8362
1606,Sunshine West,AU,-37.7983,144.8111
1607,Surf Beach,AU,-38.5133,145.2997
1608,Surrey Hills,AU,-37.8252,145.1004
1609,Sutherlands Creek,N/A,N/A,N/A
1610,Sutton Grange,AU,-36.9833,144.3667
1611,Swan Hill,AU,-35.3378,143.5544
1612,Swan Reach,AU,-34.5667,139.5833
1613,Swanpool,AU,-36.7667,146.0167
1614,Sydenham,AU,-37.7,144.7667
1615,Tabilk,AU,-36.85,145.1667
1616,Tabor,AU,-37.8333,142.2
1617,Taggerty,AU,-37.3333,145.7167
1618,Talbot,AU,-37.1667,143.7
1619,Talgarno,AU,-36.0833,147.1667
1620,Tallandoon,AU,-36.45,147.2
1621,Tallangatta,AU,-36.2,147.25
1622,Tallarook,AU,-37.1,145.1
1623,Tallygaroopna,AU,-36.25,145.4333
1624,Tambo Upper,AU,-37.7667,147.85
1625,Tamboon,N/A,N/A,N/A
1626,Taminick,AU,-36.4167,146.1667
1627,Tamleugh,N/A,N/A,N/A
1628,Tandarook,N/A,N/A,N/A
1629,Tangambalanga,AU,-36.2333,147.0333
1630,Tanjil Bren,AU,-37.8233,146.1772
1631,Tanjil South,AU,-38.1167,146.25
1632,Tanwood,N/A,N/A,N/A
1633,Tanybryn,AU,-38.65,143.7167
1634,Taradale,AU,-37.15,144.3667
1635,Tarilta,AU,-37.1655,144.1946
1636,Tarnagulla,AU,-36.75,143.8333
1637,Tarneit,AU,-37.8667,144.6667
1638,Tarranyurk,AU,-36.2167,142.05
1639,Tarraville,AU,-38.6333,146.7167
1640,Tarrawarra,N/A,N/A,N/A
1641,Tarrawingee,AU,-31.4667,141.4833
1642,Tarrington,AU,-37.7667,142.1
1643,Tarwin,AU,-38.5833,145.9833
1644,Tarwin Lower,AU,-38.7,145.85
1645,Tatong,AU,-36.7333,146.1
1646,Tatura,AU,-36.45,145.2333
1647,Tatura East,N/A,N/A,N/A
1648,Tawonga,AU,-36.6333,147.1
1649,Tawonga South,N/A,N/A,N/A
1650,Taylors Hill,AU,-37.7152,144.7533
1651,Taylors Lakes,AU,-37.6986,144.7863
1652,Teal Point,AU,-35.6833,144.0833
1653,Tecoma,AU,-37.903,145.3447
1654,Teesdale,AU,-38.0333,144.05
1655,Templestowe,AU,-37.75,145.1167
1656,Templestowe Lower,AU,-37.7667,145.1167
1657,Tempy,AU,-35.3451,142.4257
1658,Tenby Point,AU,-38.411,145.4772
1659,Terang,AU,-38.2333,142.9333
1660,Terrick Terrick East,N/A,N/A,N/A
1661,The Basin,AU,-37.85,145.3167
1662,The Gurdies,AU,-38.3714,145.5639
1663,The Honeysuckles,AU,-38.3541,147.2189
1664,The Patch,AU,-37.9,145.3833
1665,Thomastown,AU,-37.6833,145.0167
1666,Thomson,AU,-38.1699,144.3789
1667,Thoona,AU,-36.3167,146.0667
1668,Thornbury,AU,-37.7583,145.0052
1669,Thornton,AU,-32.7833,151.6333
1670,Thorpdale,AU,-38.2833,146.1833
1671,Thowgla Valley,N/A,N/A,N/A
1672,Timboon,AU,-38.4833,142.9833
1673,Timboon West,N/A,N/A,N/A
1674,Timmering,AU,-36.3667,144.9167
1675,Timor,AU,-36.9838,143.7091
1676,Tinamba,AU,-37.9625,146.8914
1677,Tittybong,AU,-35.7667,143.3667
1678,Tolmie,AU,-36.9333,146.2333
1679,Tongala,AU,-36.25,144.95
1680,Tonimbuk,N/A,N/A,N/A
1681,Tooborac,AU,-37.05,144.8333
1682,Toolamba,AU,-36.5,145.35
1683,Toolangi,AU,-37.5333,145.4667
1684,Toolern Vale,AU,-37.6,144.6
1685,Toolleen,AU,-36.7167,144.7
1686,Toolondo,AU,-36.9833,141.9333
1687,Toongabbie,AU,-33.7833,150.95
1688,Toora,AU,-38.65,146.3333
1689,Toora North,N/A,N/A,N/A
1690,Tooradin,AU,-38.2167,145.3833
1691,Toorak,AU,-37.8408,145.0096
1692,Toorloo Arm,N/A,N/A,N/A
1693,Tootgarook,N/A,N/A,N/A
1694,Torquay,AU,-25.2833,152.8667
1695,Torrumbarry,AU,-36.0333,144.55
1696,Torwood,N/A,N/A,N/A
1697,Tottenham,AU,-32.2333,147.35
1698,Tower Hill,AU,-38.3333,142.35
1699,Trafalgar,AU,-38.2,146.15
1700,Trafalgar East,AU,-38.1833,146.1833
1701,Trafalgar South,AU,-38.2667,146.15
1702,Tragowel,AU,-35.8547,143.9839
1703,Traralgon,AU,-38.1833,146.5333
1704,Traralgon East,N/A,N/A,N/A
1705,Traralgon South,AU,-38.2667,146.55
1706,Travancore,AU,-37.7808,144.9355
1707,Trawool,AU,-37.1,145.2167
1708,Tremont,AU,-37.8789,145.3158
1709,Trentham,AU,-37.3833,144.3167
1710,Trentham East,AU,-37.3833,144.3833
1711,Tresco,AU,-35.5167,143.65
1712,Tresco West,N/A,N/A,N/A
1713,Trida,AU,-38.3167,145.9667
1714,Truganina,AU,-37.8167,144.75
1715,Tubbut,N/A,N/A,N/A
1716,Tuerong,N/A,N/A,N/A
1717,Tullamarine,AU,-37.7013,144.881
1718,Tungamah,AU,-36.1667,145.8667
1719,Turtons Creek,AU,-38.55,146.25
1720,Tutye,N/A,N/A,N/A
1721,Tyabb,AU,-38.25,145.1833
1722,Tyers,AU,-38.15,146.4667
1723,Tylden,AU,-37.3333,144.4167
1724,Tynong,AU,-38.0833,145.6167
1725,Tynong North,AU,-38.0667,145.6167
1726,Tyntynder,AU,-35.2333,143.4667
1727,Tyntynder South,AU,-35.3,143.5333
1728,Tyrendarra,AU,-38.2167,141.7833
1729,Ullswater,AU,-36.9667,141.3833
1730,Ultima,AU,-35.4833,143.25
1731,Undera,AU,-36.2833,145.2167
1732,Underbool,AU,-35.1667,141.8167
1733,Upotipotpon,AU,-36.4833,145.8167
1734,Upper Ferntree Gully,AU,-37.8967,145.3099
1735,Upper Plenty,AU,-37.4333,145.7333
1736,Upwey,AU,-37.9,145.3333
1737,Vaughan,AU,-37.1578,144.2115
1738,Vectis,N/A,N/A,N/A
1739,Ventnor,AU,-38.469,145.1715
1740,Venus Bay,AU,-33.2331,134.6728
1741,Vermont,AU,-37.8362,145.1943
1742,Vermont South,AU,-37.8544,145.1878
1743,Vervale,AU,-38.1333,145.6667
1744,Vesper,AU,-37.9167,146.0833
1745,Viewbank,AU,-37.7399,145.0932
1746,Vinifera,N/A,N/A,N/A
1747,Violet Town,AU,-36.6333,145.7333
1748,W Tree,N/A,N/A,N/A
1749,Waaia,AU,-36.05,145.35
1750,Wahgunyah,AU,-36.0167,146.4
1751,Wail,AU,-36.5083,142.0984
1752,Wairewa,AU,-37.6885,148.1665
1753,Waitchie,N/A,N/A,N/A
1754,Waldara,N/A,N/A,N/A
1755,Walhalla,AU,-37.95,146.45
1756,Walkerville,AU,-34.8914,138.6182
1757,Wallace,AU,-37.55,144.05
1758,Wallacedale,AU,-37.9333,141.8
1759,Wallaloo East,N/A,N/A,N/A
1760,Wallan,AU,-37.4167,144.9833
1761,Wallinduc,AU,-37.8667,143.5167
1762,Wallington,AU,-38.2,144.4833
1763,Walmer,AU,-36.9667,144.15
1764,Walpa,AU,-37.8,147.45
1765,Walpeup,AU,-35.1333,142.0333
1766,Walwa,AU,-35.9667,147.7333
1767,Wandana Heights,AU,-38.1777,144.2997
1768,Wandella,N/A,N/A,N/A
1769,Wandiligong,AU,-36.7833,146.9833
1770,Wandin East,N/A,N/A,N/A
1771,Wandin North,AU,-37.7833,145.4333
1772,Wando Vale,AU,-37.5167,141.45
1773,Wandong,AU,-37.35,145.0333
1774,Wangandary,N/A,N/A,N/A
1775,Wangaratta,AU,-36.3667,146.3333
1776,Wangaratta South,N/A,N/A,N/A
1777,Wangoom,AU,-38.3333,142.5833
1778,Wannon,AU,-37.6667,141.8333
