Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Offence Count
2021,December,Baw Baw,2 Community,27 Open Space,272 Rural,29
2021,December,Baw Baw,2 Community,27 Open Space,275 Other Open Space,17
2021,December,Baw Baw,2 Community,28 Street/footpath,281 Street/Lane/Footpath,650
2021,December,Baw Baw,2 Community,29 Other community location,292 Civic Centre,5
2021,December,Baw Baw,2 Community,29 Other community location,294 Car Wash,8
2021,December,Baw Baw,3 Other,31 Admin/professional,311 Business Office,21
2021,December,Baw Baw,3 Other,31 Admin/professional,312 Other Admin/Professional,4
2021,December,Baw Baw,3 Other,32 Financial,321 Bank,4
2021,December,Baw Baw,3 Other,33 Retail,331 Chemist/Pharmacy,3
2021,December,Baw Baw,3 Other,33 Retail,3310 24Hr Convenience,7
2021,December,Baw Baw,3 Other,33 Retail,3311 Restaurant/Fastfood,54
2021,December,Baw Baw,3 Other,33 Retail,3312 Other Retail,93
2021,December,Baw Baw,3 Other,33 Retail,332 Service Station,135
2021,December,Baw Baw,3 Other,33 Retail,333 Jeweller,2
2021,December,Baw Baw,3 Other,33 Retail,335 Supermarket,76
2021,December,Baw Baw,3 Other,33 Retail,336 Department Store,21
2021,December,Baw Baw,3 Other,33 Retail,337 Shopping Complex,40
2021,December,Baw Baw,3 Other,33 Retail,338 Car Sales Yard,11
2021,December,Baw Baw,3 Other,33 Retail,339 Milkbar,2
2021,December,Baw Baw,3 Other,35 Warehousing/storage,351 Warehousing/Storage,15
2021,December,Baw Baw,3 Other,36 Manufacturing,361 Factory,40
2021,December,Baw Baw,3 Other,36 Manufacturing,362 Any Manufacturing,8
2021,December,Baw Baw,3 Other,37 Agricultural,371 Farmland/Agricultural,33
2021,December,Baw Baw,3 Other,37 Agricultural,373 Other Agricultural,14
2021,December,Baw Baw,3 Other,38 Recreational,381 Licensed Premises,59
2021,December,Baw Baw,3 Other,38 Recreational,382 Tab,4
2021,December,Baw Baw,3 Other,38 Recreational,383 Cinema,3
2021,December,Baw Baw,3 Other,38 Recreational,384 Sport Area/Facility,21
2021,December,Baw Baw,3 Other,38 Recreational,385 Gaming Venue,2
2021,December,Baw Baw,3 Other,38 Recreational,386 Other Rec./Sports,13
2021,December,Baw Baw,3 Other,39 Other location,392 Other Location (Not Elsewhere),56
2021,December,Baw Baw,3 Other,39 Other location,393 Construction Site,6
2021,December,Baw Baw,3 Other,39 Other location,394 Veterinary Clinic,1
2021,December,Bayside,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,353
2021,December,Bayside,1 Residential,11 Dwelling - private,112 House,"1,293"
2021,December,Bayside,1 Residential,11 Dwelling - private,115 Houseboat,1
2021,December,Bayside,1 Residential,11 Dwelling - private,116 Ministry Of Housing,39
2021,December,Bayside,1 Residential,12 Dwelling  - non-private,121 Boarding House,2
2021,December,Bayside,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2021,December,Bayside,1 Residential,12 Dwelling  - non-private,124 Nursing Home,10
2021,December,Bayside,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,5
2021,December,Bayside,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,5
2021,December,Bayside,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2021,December,Bayside,1 Residential,13 Grounds/surrounding land,132 Backyard,33
2021,December,Bayside,1 Residential,13 Grounds/surrounding land,133 Frontyard,100
2021,December,Bayside,1 Residential,13 Grounds/surrounding land,134 Garage,49
2021,December,Bayside,1 Residential,13 Grounds/surrounding land,135 Shed,10
2021,December,Bayside,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,30
2021,December,Bayside,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),23
2021,December,Bayside,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,286
2021,December,Bayside,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,72
2021,December,Bayside,2 Community,21 Education,211 School,18
2021,December,Bayside,2 Community,21 Education,212 School Grounds,11
2021,December,Bayside,2 Community,21 Education,213 Other Educational,4
2021,December,Bayside,2 Community,22 Health,221 Hospital,7
2021,December,Bayside,2 Community,22 Health,222 Medical Centre,17
2021,December,Bayside,2 Community,22 Health,223 Dental,2
2021,December,Bayside,2 Community,22 Health,224 Other Health,13
2021,December,Bayside,2 Community,24 Public Transport,241 Train,11
2021,December,Bayside,2 Community,24 Public Transport,242 Train Station,113
2021,December,Bayside,2 Community,24 Public Transport,243 Railway Carpark,12
2021,December,Bayside,2 Community,24 Public Transport,245 Bus/Bus Stop,9
2021,December,Bayside,2 Community,24 Public Transport,249 Taxi,4
2021,December,Bayside,2 Community,25 Other Transport,251 Private Car,6
2021,December,Bayside,2 Community,25 Other Transport,253 Boat,3
2021,December,Bayside,2 Community,25 Other Transport,254 Dock/Wharf,2
2021,December,Bayside,2 Community,25 Other Transport,255 Carpark (Single Level),37
2021,December,Bayside,2 Community,25 Other Transport,256 Carpark (Multi Level),10
2021,December,Bayside,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2021,December,Bayside,2 Community,26 Justice,261 Police Station,21
2021,December,Bayside,2 Community,26 Justice,262 Court,22
2021,December,Bayside,2 Community,26 Justice,265 Other Justice Facility,5
2021,December,Bayside,2 Community,27 Open Space,271 Parkland/Reserve,71
2021,December,Bayside,2 Community,27 Open Space,273 Vacant Block,1
2021,December,Bayside,2 Community,27 Open Space,274 Beach Foreshore,43
2021,December,Bayside,2 Community,27 Open Space,275 Other Open Space,11
2021,December,Bayside,2 Community,27 Open Space,276 Beach Car Park,10
2021,December,Bayside,2 Community,28 Street/footpath,281 Street/Lane/Footpath,727
2021,December,Bayside,2 Community,29 Other community location,291 Cemetery,1
2021,December,Bayside,2 Community,29 Other community location,292 Civic Centre,8
2021,December,Bayside,2 Community,29 Other community location,293 Gallery,1
2021,December,Bayside,2 Community,29 Other community location,294 Car Wash,4
2021,December,Bayside,3 Other,31 Admin/professional,311 Business Office,44
2021,December,Bayside,3 Other,31 Admin/professional,312 Other Admin/Professional,7
2021,December,Bayside,3 Other,32 Financial,321 Bank,5
2021,December,Bayside,3 Other,32 Financial,323 ATM/Eftpos,2
2021,December,Bayside,3 Other,33 Retail,331 Chemist/Pharmacy,12
2021,December,Bayside,3 Other,33 Retail,3310 24Hr Convenience,22
2021,December,Bayside,3 Other,33 Retail,3311 Restaurant/Fastfood,33
2021,December,Bayside,3 Other,33 Retail,3312 Other Retail,136
2021,December,Bayside,3 Other,33 Retail,332 Service Station,50
2021,December,Bayside,3 Other,33 Retail,333 Jeweller,2
2021,December,Bayside,3 Other,33 Retail,335 Supermarket,95
2021,December,Bayside,3 Other,33 Retail,336 Department Store,11
2021,December,Bayside,3 Other,33 Retail,337 Shopping Complex,51
2021,December,Bayside,3 Other,33 Retail,338 Car Sales Yard,1
2021,December,Bayside,3 Other,33 Retail,339 Milkbar,1
2021,December,Bayside,3 Other,35 Warehousing/storage,351 Warehousing/Storage,6
2021,December,Bayside,3 Other,36 Manufacturing,361 Factory,6
2021,December,Bayside,3 Other,36 Manufacturing,362 Any Manufacturing,1
2021,December,Bayside,3 Other,38 Recreational,381 Licensed Premises,44
2021,December,Bayside,3 Other,38 Recreational,382 Tab,1
2021,December,Bayside,3 Other,38 Recreational,383 Cinema,1
2021,December,Bayside,3 Other,38 Recreational,384 Sport Area/Facility,13
2021,December,Bayside,3 Other,38 Recreational,385 Gaming Venue,1
2021,December,Bayside,3 Other,38 Recreational,386 Other Rec./Sports,21
2021,December,Bayside,3 Other,39 Other location,392 Other Location (Not Elsewhere),38
2021,December,Bayside,3 Other,39 Other location,393 Construction Site,11
2021,December,Bayside,3 Other,39 Other location,394 Veterinary Clinic,1
2021,December,Benalla,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,45
2021,December,Benalla,1 Residential,11 Dwelling - private,112 House,623
2021,December,Benalla,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,7
2021,December,Benalla,1 Residential,11 Dwelling - private,116 Ministry Of Housing,3
2021,December,Benalla,1 Residential,11 Dwelling - private,117 Farm House,22
2021,December,Benalla,1 Residential,12 Dwelling  - non-private,121 Boarding House,2
2021,December,Benalla,1 Residential,12 Dwelling  - non-private,122 Holiday Home,2
2021,December,Benalla,1 Residential,12 Dwelling  - non-private,124 Nursing Home,3
2021,December,Benalla,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,3
2021,December,Benalla,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2021,December,Benalla,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2021,December,Benalla,1 Residential,13 Grounds/surrounding land,132 Backyard,12
2021,December,Benalla,1 Residential,13 Grounds/surrounding land,133 Frontyard,59
2021,December,Benalla,1 Residential,13 Grounds/surrounding land,134 Garage,5
2021,December,Benalla,1 Residential,13 Grounds/surrounding land,135 Shed,20
2021,December,Benalla,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,6
2021,December,Benalla,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),4
2021,December,Benalla,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,52
2021,December,Benalla,2 Community,21 Education,211 School,14
2021,December,Benalla,2 Community,21 Education,212 School Grounds,13
2021,December,Benalla,2 Community,22 Health,221 Hospital,4
2021,December,Benalla,2 Community,22 Health,222 Medical Centre,1
2021,December,Benalla,2 Community,23 Religious,231 Church,2
2021,December,Benalla,2 Community,24 Public Transport,241 Train,1
2021,December,Benalla,2 Community,24 Public Transport,242 Train Station,2
2021,December,Benalla,2 Community,24 Public Transport,246 Depot/Terminal,1
2021,December,Benalla,2 Community,25 Other Transport,255 Carpark (Single Level),19
2021,December,Benalla,2 Community,26 Justice,261 Police Station,9
2021,December,Benalla,2 Community,26 Justice,262 Court,18
2021,December,Benalla,2 Community,27 Open Space,271 Parkland/Reserve,19
2021,December,Benalla,2 Community,27 Open Space,272 Rural,3
2021,December,Benalla,2 Community,27 Open Space,275 Other Open Space,6
2021,December,Benalla,2 Community,28 Street/footpath,281 Street/Lane/Footpath,185
2021,December,Benalla,2 Community,29 Other community location,291 Cemetery,2
2021,December,Benalla,2 Community,29 Other community location,292 Civic Centre,1
2021,December,Benalla,2 Community,29 Other community location,293 Gallery,2
2021,December,Benalla,2 Community,29 Other community location,294 Car Wash,3
2021,December,Benalla,3 Other,31 Admin/professional,311 Business Office,6
2021,December,Benalla,3 Other,31 Admin/professional,312 Other Admin/Professional,3
2021,December,Benalla,3 Other,32 Financial,321 Bank,4
2021,December,Benalla,3 Other,33 Retail,331 Chemist/Pharmacy,6
2021,December,Benalla,3 Other,33 Retail,3311 Restaurant/Fastfood,19
2021,December,Benalla,3 Other,33 Retail,3312 Other Retail,25
2021,December,Benalla,3 Other,33 Retail,332 Service Station,21
2021,December,Benalla,3 Other,33 Retail,335 Supermarket,25
2021,December,Benalla,3 Other,33 Retail,336 Department Store,1
2021,December,Benalla,3 Other,33 Retail,337 Shopping Complex,3
2021,December,Benalla,3 Other,33 Retail,338 Car Sales Yard,1
2021,December,Benalla,3 Other,33 Retail,339 Milkbar,2
2021,December,Benalla,3 Other,35 Warehousing/storage,351 Warehousing/Storage,14
2021,December,Benalla,3 Other,36 Manufacturing,361 Factory,3
2021,December,Benalla,3 Other,36 Manufacturing,362 Any Manufacturing,3
2021,December,Benalla,3 Other,37 Agricultural,371 Farmland/Agricultural,11
2021,December,Benalla,3 Other,38 Recreational,381 Licensed Premises,26
2021,December,Benalla,3 Other,38 Recreational,384 Sport Area/Facility,3
2021,December,Benalla,3 Other,38 Recreational,386 Other Rec./Sports,1
2021,December,Benalla,3 Other,39 Other location,392 Other Location (Not Elsewhere),22
2021,December,Benalla,3 Other,39 Other location,393 Construction Site,4
2021,December,Boroondara,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,690
2021,December,Boroondara,1 Residential,11 Dwelling - private,112 House,"1,820"
2021,December,Boroondara,1 Residential,11 Dwelling - private,113 Bungalow,10
2021,December,Boroondara,1 Residential,11 Dwelling - private,115 Houseboat,2
2021,December,Boroondara,1 Residential,11 Dwelling - private,116 Ministry Of Housing,7
2021,December,Boroondara,1 Residential,11 Dwelling - private,117 Farm House,2
2021,December,Boroondara,1 Residential,12 Dwelling  - non-private,121 Boarding House,10
2021,December,Boroondara,1 Residential,12 Dwelling  - non-private,122 Holiday Home,13
2021,December,Boroondara,1 Residential,12 Dwelling  - non-private,123 Guest House,6
2021,December,Boroondara,1 Residential,12 Dwelling  - non-private,124 Nursing Home,20
2021,December,Boroondara,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,16
2021,December,Boroondara,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,17
2021,December,Boroondara,1 Residential,13 Grounds/surrounding land,132 Backyard,46
2021,December,Boroondara,1 Residential,13 Grounds/surrounding land,133 Frontyard,173
2021,December,Boroondara,1 Residential,13 Grounds/surrounding land,134 Garage,92
2021,December,Boroondara,1 Residential,13 Grounds/surrounding land,135 Shed,13
2021,December,Boroondara,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,32
2021,December,Boroondara,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),41
2021,December,Boroondara,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,428
2021,December,Boroondara,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,205
2021,December,Boroondara,2 Community,21 Education,211 School,29
2021,December,Boroondara,2 Community,21 Education,212 School Grounds,19
2021,December,Boroondara,2 Community,21 Education,213 Other Educational,13
2021,December,Boroondara,2 Community,22 Health,221 Hospital,6
2021,December,Boroondara,2 Community,22 Health,222 Medical Centre,16
2021,December,Boroondara,2 Community,22 Health,223 Dental,32
2021,December,Boroondara,2 Community,22 Health,224 Other Health,25
2021,December,Boroondara,2 Community,23 Religious,231 Church,9
2021,December,Boroondara,2 Community,23 Religious,232 Other religious,1
2021,December,Boroondara,2 Community,24 Public Transport,241 Train,12
2021,December,Boroondara,2 Community,24 Public Transport,242 Train Station,91
2021,December,Boroondara,2 Community,24 Public Transport,243 Railway Carpark,7
2021,December,Boroondara,2 Community,24 Public Transport,244 Tram/Tram Stop,24
2021,December,Boroondara,2 Community,24 Public Transport,245 Bus/Bus Stop,6
2021,December,Boroondara,2 Community,24 Public Transport,246 Depot/Terminal,2
2021,December,Boroondara,2 Community,24 Public Transport,249 Taxi,5
2021,December,Boroondara,2 Community,25 Other Transport,251 Private Car,6
2021,December,Boroondara,2 Community,25 Other Transport,255 Carpark (Single Level),82
2021,December,Boroondara,2 Community,25 Other Transport,256 Carpark (Multi Level),21
2021,December,Boroondara,2 Community,25 Other Transport,257 Other Transport Type/Area,4
2021,December,Boroondara,2 Community,26 Justice,261 Police Station,19
2021,December,Boroondara,2 Community,26 Justice,262 Court,1
2021,December,Boroondara,2 Community,27 Open Space,271 Parkland/Reserve,93
2021,December,Boroondara,2 Community,27 Open Space,275 Other Open Space,25
2021,December,Boroondara,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,293"
2021,December,Boroondara,2 Community,29 Other community location,292 Civic Centre,4
2021,December,Boroondara,2 Community,29 Other community location,294 Car Wash,1
